bio_url,bio,name,voice_model,skyrim_voice_folder,race,gender,species,refid_int,baseid_int
/wiki/Aeri,"Aeri is a Nord lumberjack in Anga's Mill. She lives in the mill and makes her living along with her two workers, Kodrir and Leifur.
Aeri is the owner of Anga's Mill located in The Pale. The Mill was passed down to her after her father died in the Great War which was fought against the Aldmeri Dominion. However, her father's death left her penniless due to unpaid taxes. Because of this, Aeri is forced to work in order to pay off her father's debts.
If asked, Aeri will give the Dragonborn Aeri's Note and request that it be delivered to the Jarl of Dawnstar.
If the Dragonborn has any Firewood, Aeri will pay  for each piece brought to her.
When the Dragonborn has completed any of the quests above, Aeri becomes a candidate for marriage through the use of the Amulet of Mara.
With the Hearthfire plugin Aeri can sell the Dragonborn Sawn Logs for the construction of their property.
I'm looking for a job ""If you've got an axe, you can always make gold chopping wood. Just bring me everything you cut.""",Aeri,Female Nord,FemaleNord,Nord,Female,,108242,79371
/wiki/Aerin_(Skyrim),"Aerin is an Imperial who lives in Aerin's House in Riften, and can frequently be found with Mjoll the Lioness at the Bee and Barb.
Aerin saved the life of Mjoll the Lioness, whom he found dying outside the Dwemer ruin of Mzinchaleft. Mjoll says that a Dwemer Centurion bested her in battle, but she was able to crawl out of the ruin just before losing consciousness. When she awoke, Aerin was there, and he brought her to his home and nursed her back to health.
According to Mjoll, Aerin told her of the problems of his home city of Riften, and Mjoll decided to stay and purge the city of its ills. Since that time, Aerin has followed Mjoll and she continues to reside in his house.
Aerin always follows Mjoll unless she is recruited as a follower of the Dragonborn. Aerin will accompany Mjoll to her new home if she marries the Dragonborn and is not a follower.
If Mjoll joins the Blades, Aerin can be found in Sky Haven Temple. If Mjoll and the other Blades meet up with the Dragonborn to slay a dragon, Aerin accompanies them. He rarely survives such encounters.
In this radiant quest, Aerin may be found locked in Rannveig's Fast in one of Sild's cages after escaping from the trap.
As part of this radiant quest, Aerin's Silver Sapphire Necklace is one of numerous potential targets provided by Delvin Mallory of the Thieves Guild.
Aerin may be one of the possible contacts to find the location of a vampire in Dawnguard.",Aerin,Male Young Eager,MaleYoungEager,Imperial,Male,,105976,78662
/wiki/Affable_Gent,"Affable Gent is an unused character in Skyrim. He appears to be a male Nord warrior, wearing noble clothes, located in the unused test cell WarehouseAmbushes. He carries a honed ancient Nord battle axe with him.
The Affable Gent does not appear when the cell is first entered. Once an enemy is detected, he becomes hostile to anyone around.",Affable Gent,Male Nord,MaleNord,Nord,Male,,1032601,1032600
/wiki/Agent_Lorcalin,"Agent Lorcalin is a Thalmor wizard assigned by Elenwen to hunt down Talos worshippers near one of the unmarked shrines. He is encountered during the quest ""Elisif's Tribute.""
During Elisif's Tribute, the Dragonborn may encounter Lorcalin at the Shrine of Talos, southeast of Shimmermist Cave. He will be hostile, and attack on sight. He has a set of orders on his body, which explains that he had been sent there to kill the ""heretics"" worshiping Talos.",Agent Lorcalin,Male Elf Haughty,MaleElfHaughty,High Elf,Male,,907677,907678
/wiki/Agna,"Agna is a deceased Nord bandit in Skyrim.
Agna entered Hillgrund's Tomb to stop the necromancer Vals Veran from defiling the bodies of her ancestors. She is found dead by her nephew Golldir and the Dragonborn who is asked to assist him to deal with Vals Veran.",Agna,Female Nord,FemaleNord,Nord,Female,,684927,693657
/wiki/Agni,"Agni is a Nord child. She is an orphan and is taken care of by Falion in Morthal. She is training to become Falion's apprentice, and because of this, doesn't share the opinion of the rest of the town regarding Falion.
She can be seen running around with the other children early in the morning, but mostly stays with Falion in his house during the day. Randomly a conversation can be heard between the two, where she mentions having a bad dream that Falion sneaks out at night to do scary things. When she grows up she wants to study magic at the College of Winterhold, although Falion does not approve of this.     
After speaking to Jarl Idgrod Ravencrone upon entering Morthal, she mentions that strange rumors are circulating in regard to Falion's activities at night. Falion can also be heard having a conversation with his adopted daughter, Agni, where she claims to have had ""bad dreams"" of him making monsters while she slept.
Agni: ""Yes sir, I have."" Falion: ""Good, good. Concentration is paramount when dealing with magic forces."" Falion: ""Because an unfocused mind will almost certainly be obliterated. Destroyed by the forces you attempt to control and wield."" Falion: ""Have no fear. I believe its within you to excel in your studies. But you must learn to concentrate!""",Agni,Female Child,FemaleChild,Nord,Female,,109151,79333
/wiki/Agnis,"Agnis is an old Nord woman living inside Fort Greymoor who cooks and cleans for the occupants, which are either Legionnaires, Stormcloaks, or bandits, depending on the state of the Civil War.
She is not hostile to the Dragonborn and when spoken to, she says that she will never leave the fort, and has been the maid for all the different factions and groups who have inhabited it. They come and go so fast, she doesn't seem to care. She tells any new group claiming the fort that she comes with it. If the Dragonborn drops an item in the fort, she may bring it to the Dragonborn, informing them that they had mislaid their item.
She is the target of this Dark Brotherhood assassination contract given by Nazir. One must kill Agnis for a reward of 500–700 .",Agnis,Female Old Kindly,FemaleOldKindly,Nord,Female,,131141,131140
/wiki/Agrius,"Agrius was an Imperial bandit. His corpse lies in Halldir's Cairn, Falkreath Hold, next to Raen and Vidgrod's. Agrius' journal can be found on a podium, across the chamber.
According to his journal, Agrius and his cohorts thieved for the Knifepoint Gang, but were expelled for unknown reasons. The three took refuge at Halldir's Cairn, but Halldir soon took control of their minds, and forced the thieves to sacrifice themselves for his magic.",Agrius,Male Commoner,MaleCommoner,Imperial,Male,,539416,539417
/wiki/Ahjisi,"Ahjisi is a Khajiit bandit in Skyrim who is one of the Hunters of Hircine sent to kill Sinding. She may be found inside Bloated Man's Grotto.
Ahjisi has been sent by Hircine to kill the werewolf Sinding, to send him to the Hunting Grounds. If Sinding is attacked, she will aid the Dragonborn, and be friendly afterward. If Sinding is spared, she will be hostile, along with the other hunters.",Ahjisi,Female Khajiit,FemaleKhajiit,Khajiit,Female,,839836,843910
/wiki/Ahkari,"Ahkari is a Khajiit trader who can be found anywhere between Dawnstar and Riften. She travels and sells her wares with Zaynabi, a fellow Khajiit traveler. The pair are protected by Dro'marash and Kharjo, her guards.
If the Thieves Guild quest-line is followed, at one point, the Dragonborn will be asked to deliver moon sugar to her. Doing so will unlock all Khajiit trading caravan merchants as fences for stolen goods. There is an invisible chest located next to the entrance on the left of Iron-Breaker Mine between some rocks. However, the chest is not actually invisible, it's actually in the ground and can be seen by no-clipping through the ground under the trees. It is a glitch the allows the player to access it from above the ground, and it appears to be invisible since the chest itself is inside the rocks. It contains all items present in her merchant inventory. From the wooden frame at the entrance, following along the rock wall, the chest is between the third rock and the rock wall. The chest is easier to access when crouching.
This can be used to obtain items for crafting such as soul gems, enchanted gear, various pelts, precious gems, ingots, and ore. In addition, by placing  in the chest and then selling items to Ahkari and retrieving the items from the chest, the Speech skill can be leveled quickly.
A note found in the Smuggler's Den implies that her skooma business is connected to Olava the Feeble.
She purchases all items (weapons, apparel, potions, ingredients, food, books, misc.), but doesn't seem to carry ingredients or books. As a fence, she will sell random items like Moon Sugar, Potion of Cure Disease, Salt Pile, and Skooma. She will buy any kind of items, including stolen items after the Thieves Guild miscellaneous quest is completed.",Ahkari,Female Khajiit,FemaleKhajiit,Khajiit,Female,,475978,111062
/wiki/Ahlam,"Ahlam is a Redguard healer in Skyrim who lives in the city Whiterun, in central Skyrim.
Ahlam is married to Nazeem, who, as she tells the Dragonborn, is ""most likely fawning over the Jarl all day."" She seems not to enjoy her marriage with her haughty husband, who can be seen making pretentious and insulting comments to various people in the city, including the Dragonborn. Her failing marriage has apparently had an impact on her opinion of men in general, as she says that they are ""all alike"" and treat their spouses poorly.
Alongside her husband, she co-owns Chillfurrow Farm, just south of the city, but most often she may be found tending to the wounded inside the Temple of Kynareth with Danica Pure-Spring and Acolyte Jenssen. This is where Danica reassures her that her job, which is healing the sick at the Temple, is more important than absentee husbands. Ahlam mentions in their conversations that her husband has become distant and unloving, and Danica replies by humorously insulting Nazeem.
If Nazeem is killed, she says that she is a ""still-grieving widow,"" contradictory to the majority of her dialogue.",Ahlam,Female Even Toned,FemaleEvenToned,Redguard,Female,,108197,80830
/wiki/Ahtar,"Ahtar is a Redguard warrior who can be found in Solitude. He is Solitude's headsman and head jailor of Castle Dour. The Dragonborn first encounters Ahtar upon entering Solitude, where he is witnessed executing Roggvir via beheading with Captain Aldis.
Ahtar appears to reside at the home of Solitude food vendor Jala. Ahtar and Jala are not married, but the pair maintain a romantic relationship. (If Jala dies, Ahtar will give the usual ""my... died"" statement to the Dragonborn when approached, referring to Jala as his ""girlfriend"".)
If not located at Jala's House, he can be found in the Castle Dour dungeons or in The Winking Skeever. Ahtar seems to sleep at Jala's House before walking back to the dungeon at 7:00 am. He goes to work in the dungeon around 12 pm.
Ahtar asks the Dragonborn to locate and kill Captain Hargar at Broken Oar Grotto. Completing this favor will make him a possible follower.
Ahtar is a powerful melee warrior who specializes in Two-Handed weapons, Block, and Heavy Armor.
As Solitude's executioner, Ahtar carries a unique two-handed battleaxe called the Headsman's Axe—the very same axe used to execute Roggvir. He also wears a unique armor piece and carries a unique dagger, which cannot be obtained in any way (as it is part of the armor). He will never draw the dagger, but it can be seen in its sheath on his waist. Additionally, if the Dragonborn pickpockets the Headsman's Axe, he will equip his orcish sword and its sheath will appear on his waist opposite the dagger.
Broken Oar Grotto is free of bandits. ""That's a load off my mind. Here's your pay.""",Ahtar,Male Brute,MaleBrute,Redguard,Male,,104624,78431
/wiki/Aia_Arria,"Aia Arria is an Imperial found at the Bards College, in Solitude.
Pantea: ""Passably. Aia is my star pupil; none of the others can hold a candle to her, especially not that wretched Illdi."" Viarmo: ""Try not to play favorites, Lady Ateia. It does a disservice to the whole class.""
Though little is known of her personality, she does send thank you notes and gold to the Dragonborn if several other bards are killed. This shows she has a certain distaste for many in the college.
Aia: ""You know, my father collected exotic alcohols."" Aia: ""Rum from Hammerfell, mulled wine from Daggerfall, and the like."" or ""None of what he collected tasted as good as your Spiced Wine, Evette."" or: ""I'm still finding your Spiced Wine to be the best drink I've ever tasted.""",Aia Arria,Female Sultry,FemaleSultry,Imperial,Female,,104656,78428
/wiki/Aicantar,"Aicantar is an Altmer conjurer who lives within Understone Keep. He helps his uncle, Calcelmo, in his laboratory.
When encountered in Calcelmo's Tower during the quest ""Hard Answers,"" Aicantar can be overheard arguing with one of the Wizard's Guards about killing intruders which he orders them to do. He will also attack the Dragonborn if spotted. However, if they activate the valve opposite the door through which they entered, it will reactivate the room's in-built Dwemer defenses, killing the Guards and causing Aicantar to attempt to flee the room—usually killing himself by running through traps. The Dragonborn could, however, run past him and come back to Markarth another time. Upon their return, Aicantar will no longer be hostile.
If Aicantar survives the defenses, during the activation of Calcelmo's stone, he will appear at the doorway provoking an alternate dialogue between himself and the guards than would otherwise occur.
Aicantar may be a target for this quest. If he is killed during ""Hard Answers,"" it may fail this quest.",Aicantar,Male Even Toned,MaleEvenToned,High Elf,Male,,104713,81966
/wiki/Ainethach,"Ainethach is a Breton residing in the town of Karthwasten, of which he is the leader. He also owns the local Sanuarach Mine.
When the Dragonborn reaches Karthwasten, Ainethach is arguing with Silver-Blood mercenaries about Sanuarach Mine. The mercenaries want him to sell it to them in repayment for their help in clearing the Forsworn rebels who had captured it.
The Dragonborn has the option to choose to help him keep his mine, by either convincing Atar and his mercenaries to leave, or by simply killing them so they are no longer an issue. It is also possible to side with Atar instead, and convince Ainethach to sell his mine. Regardless of which side is chosen, the Dragonborn will receive a leveled amount of .
During the quest ""Recipe for Disaster,"" if the Dragonborn kills the helpers of the cook, Voada and Rondach, in Understone Keep, Ainethach may send hired thugs to teach them a lesson. This is because the Creation Kit lists them as his children. However, there is no in-game dialogue or text that refers to their relation.
Ainethach is a marriage candidate. As with all possible spouses, he makes a daily profit of 100  that does not have to be collected every day. He will hold onto the amount as it increases until it is asked for by the Dragonborn.
If he is killed in a random attack (dragons, vampires, etc.) after the Dragonborn has aided him, the Dragonborn may receive a letter of inheritance and 100 .
Those sellswords won't be a problem now. ""That won't be the last we hear from the Silver-Bloods, but at least we can get back to work. Thank you. You've done a good thing for me and my workers. Here. This is for you.""",Ainethach,Male Even Toned,MaleEvenToned,Breton,Male,,104753,80745
/wiki/Alain_Dufont,"Alain Dufont is the leader of a bandit group which resides in Raldbthar. He is targeted by the Dark Brotherhood after offending his ex-lover, Muiri.
At some point, he heard about the murder of Friga Shatter-Shield and headed to Windhelm, hoping to swindle money from Friga's relatives. At the Candlehearth Hall in Windhelm, he met Muiri. Wanting to exploit Muiri's connections to the Shatter-Shield family, he romanced her. He robbed the Shatter-Shields, who blamed the event on Muiri. After the deed was done, Alain left her and went into hiding in the Dwemer ruins of Raldbthar.
At some point, a bandit with Alain came to own a key for the Irkngthand Consortium. As this location is not identified or accessible in the game, the key has no use.
Muiri, Alain's ex-lover, performs The Black Sacrament to establish a contract with the Dark Brotherhood to kill Alain. Astrid sends the Dragonborn to meet Muiri in Markarth as a representative of the organization, and Muiri sends the Dragonborn to kill Alain and optionally Nilsine Shatter-Shield.
If Alain was killed before first speaking with Muiri, she expresses her disappointment about the way the transaction occurred and pays the Dragonborn anyway. The bonus for killing Nilsine cannot be obtained.
Found deep within Raldbthar, Alain is flanked by numerous bandits. He wields Aegisbane, a unique enchanted warhammer. Having resist-frost potions may help. If the Dragonborn succeeds at picking a Master-level lock, they can gain access to an elevated level behind Dufont, where lever-activated ballistae sit. He can be killed in one hit and covertly using this method. Also, there is a puddle of oil lying around Alain and his friends. Ignite it with a fire spell or shout, and a few of his guards will most likely be killed.",Alain Dufont,Male Sly Cynical,MaleSlyCynical,Breton,Male,,862975,110708
/wiki/Alding,"Alding is a Nord pirate in Skyrim who is a member of the Blood Horker pirate clan under the captain Stig Salt-Plank. He only wears a Roughspun Tunic with no shoes.
Alding is an overall foulmouthed pirate who prefers to wear tattered and poor clothes.
He can be found in the Windpeak Inn in Dawnstar accompanying his captain and the rest of the crew.
Karita: ""Just... leave me alone! I've brought your mead, now drink it and shut your filthy mouths."" Alding: ""Oh, we've got other things in mind for our mouths, sweetie.""",Alding,Male Drunk,MaleDrunk,Nord,Male,,336490,336488
